證券名單
截 至 26/01/2026
股份代號	股份名稱（繁體）	股份名称（简体）
20646	港交法興六二沽A	港交法兴六二沽A
20648	里康法興六五購A	里康法兴六五购A
20651	寧德法興六一購A	宁德法兴六一购A
20652	招行法興六二購A	招行法兴六二购A
20653	理想中銀六四購A	理想中银六四购A
20654	寧德中銀六一購B	宁德中银六一购B
20656	優必中銀六三購A	优必中银六三购A
20657	攜程中銀六六購A	携程中银六六购A
20658	國藥中銀六二購A	国药中银六二购A
20659	里康中銀六五購A	里康中银六五购A
20660	海智中銀六四購A	海智中银六四购A
20661	泡瑪中銀六三購B	泡玛中银六三购B
20662	泡瑪中銀六三購C	泡玛中银六三购C
20663	泡瑪中銀六二沽B	泡玛中银六二沽B
20664	阿里中銀六四沽B	阿里中银六四沽B
20665	網易中銀六六購A	网易中银六六购A
20666	阿里摩利六三購E	阿里摩利六三购E
20667	阿里摩利六三購F	阿里摩利六三购F
20668	平安摩利六三購A	平安摩利六三购A
20669	阿里摩利六四購B	阿里摩利六四购B
20670	山高華泰六七購A	山高华泰六七购A
20671	中建華泰六三購A	中建华泰六三购A
20672	美團華泰六五沽A	美团华泰六五沽A
20673	建行華泰六三購A	建行华泰六三购A
20674	嗶哩華泰六三購A	哔哩华泰六三购A
20676	阿里星展六六購B	阿里星展六六购B
20677	騰訊星展六二購A	腾讯星展六二购A
20678	山高麥銀六三購A	山高麦银六三购A
20679	福耀麥銀六六購A	福耀麦银六六购A
20680	阿里法巴六四購B	阿里法巴六四购B
20681	中免摩通六四購A	中免摩通六四购A
20682	眾安摩通六三購A	众安摩通六三购A
20683	中油摩通六九購A	中油摩通六九购A
20685	阿里摩通六六沽A	阿里摩通六六沽A
20686	美團瑞銀六三沽B	美团瑞银六三沽B
20687	騰訊瑞銀六二購C	腾讯瑞银六二购C
20688	阿里瑞銀六六沽A	阿里瑞银六六沽A
20689	騰訊瑞銀六三沽C	腾讯瑞银六三沽C
20690	騰訊瑞銀六三沽D	腾讯瑞银六三沽D
20691	攜程匯豐六三購A	携程汇丰六三购A
20692	優必匯豐六三購A	优必汇丰六三购A
20693	寧德匯豐六二購B	宁德汇丰六二购B
20694	攜程匯豐六乙沽A	携程汇丰六乙沽A
20695	阿里匯豐六四購B	阿里汇丰六四购B
20697	藥康花旗六三購A	药康花旗六三购A
20698	阿里花旗六六沽A	阿里花旗六六沽A
20699	泡瑪花旗六三購A	泡玛花旗六三购A
20700	李寧花旗六五購A	李宁花旗六五购A
20701	五礦信證七九購A	五矿信证七九购A
20705	兗礦信證六八購A	兖矿信证六八购A
20706	金沙信證六三購A	金沙信证六三购A
20707	平安信證六三購A	平安信证六三购A
20708	百度信證六四購A	百度信证六四购A
20709	海螺信證六四購A	海螺信证六四购A
20710	百度摩利六三沽A	百度摩利六三沽A
20713	騰訊法巴六三沽B	腾讯法巴六三沽B
20714	京東信證六三沽A	京东信证六三沽A
20715	百度摩通六七沽A	百度摩通六七沽A
20718	阿里中銀六三沽A	阿里中银六三沽A
20719	百度中銀六七沽A	百度中银六七沽A
20720	恒指中銀六三沽A	恒指中银六三沽A
20721	恒指中銀六三沽B	恒指中银六三沽B
20723	中芯華泰六七沽A	中芯华泰六七沽A
20724	百度華泰六三沽A	百度华泰六三沽A
20725	百度華泰六五購A	百度华泰六五购A
20726	阿里華泰六六購B	阿里华泰六六购B
20727	百度華泰六三購A	百度华泰六三购A
20728	阿里摩通六四沽A	阿里摩通六四沽A
20733	攜程摩通六三購A	携程摩通六三购A
20734	寧德摩通六二購A	宁德摩通六二购A
20737	騰訊摩通六三沽D	腾讯摩通六三沽D
20738	泡瑪瑞銀六三購A	泡玛瑞银六三购A
20739	百度瑞銀六七沽A	百度瑞银六七沽A
20740	攜程國君六三購A	携程国君六三购A
20743	阿里國君六三沽A	阿里国君六三沽A
20744	中芯國君六六購A	中芯国君六六购A
20745	騰訊國君六二購B	腾讯国君六二购B
20746	寧德國君六二購A	宁德国君六二购A
20747	商湯麥銀六乙購A	商汤麦银六乙购A
20748	比電麥銀六九購A	比电麦银六九购A
20750	阿里花旗六三沽C	阿里花旗六三沽C
20753	百度花旗六三沽A	百度花旗六三沽A
20754	東金花旗六三購A	东金花旗六三购A
20755	百度麥銀六四購A	百度麦银六四购A
20757	同程麥銀六五購A	同程麦银六五购A
20758	速騰麥銀六三購A	速腾麦银六三购A
20759	攜程摩利六三購A	携程摩利六三购A
20760	百度摩利六六購A	百度摩利六六购A
20761	優必摩利六三購A	优必摩利六三购A
20762	阿里摩利六三沽C	阿里摩利六三沽C
20763	阿里摩利六三沽D	阿里摩利六三沽D
20764	小米摩利六二購C	小米摩利六二购C
20765	寧德摩利六二購B	宁德摩利六二购B
20766	恒指摩利六一購B	恒指摩利六一购B
20768	攜程摩利六三沽A	携程摩利六三沽A
20769	網易摩利六三沽A	网易摩利六三沽A
20770	百度摩利六七沽A	百度摩利六七沽A
20771	阿里匯豐六三購D	阿里汇丰六三购D
20772	百度匯豐六三購B	百度汇丰六三购B
20773	吉利匯豐六六購A	吉利汇丰六六购A
20774	百度匯豐六七沽A	百度汇丰六七沽A
20775	阿里匯豐六三沽C	阿里汇丰六三沽C
20776	美團匯豐六三沽B	美团汇丰六三沽B
20777	百度法巴六四購A	百度法巴六四购A
20778	美團法巴六三沽B	美团法巴六三沽B
20779	阿里法巴六三沽C	阿里法巴六三沽C
20780	百度法巴六七沽A	百度法巴六七沽A
20781	南科信證六三沽A	南科信证六三沽A
20782	東金信證七乙購A	东金信证七乙购A
20783	金雲信證六六購A	金云信证六六购A
20784	優必信證六五購A	优必信证六五购A
20785	嗶哩信證六六購A	哔哩信证六六购A
20787	藥明信證六三購A	药明信证六三购A
20788	聯想信證六六購B	联想信证六六购B
20789	港交信證六二購B	港交信证六二购B
20790	中芯信證六六購C	中芯信证六六购C
20792	中芯信證六七沽A	中芯信证六七沽A
20793	美團信證六七沽A	美团信证六七沽A
20794	阿里信證六四沽C	阿里信证六四沽C
20795	恒指法興六三沽A	恒指法兴六三沽A
20796	恒指法興六三沽B	恒指法兴六三沽B
20797	百度法興六三沽A	百度法兴六三沽A
20798	京東法興六六沽A	京东法兴六六沽A
20799	中藥法興六三購B	中药法兴六三购B
20800	騰訊法興六三沽C	腾讯法兴六三沽C
20801	阿里法興六四沽A	阿里法兴六四沽A
20802	百度法興六七沽A	百度法兴六七沽A
20803	商湯法興六乙購A	商汤法兴六乙购A
20804	商湯法興六三購A	商汤法兴六三购A
20805	百度摩通六三沽A	百度摩通六三沽A
20806	理想信證六五購A	理想信证六五购A
20807	京東國君六三購A	京东国君六三购A
20808	阿里國君六四購B	阿里国君六四购B
20809	騰訊國君六二購C	腾讯国君六二购C
20810	阿里中銀六三購E	阿里中银六三购E
20811	百度中銀六三購B	百度中银六三购B
20812	商湯中銀六乙購A	商汤中银六乙购A
20813	寧德中銀六二購B	宁德中银六二购B
20814	寧德中銀七乙沽A	宁德中银七乙沽A
20815	美團中銀六六購C	美团中银六六购C
20816	寧德法興六三沽A	宁德法兴六三沽A
20817	優必法興六三購A	优必法兴六三购A
20818	泡瑪法興六三購B	泡玛法兴六三购B
20819	商湯華泰六乙購A	商汤华泰六乙购A
20820	寧德華泰六二購A	宁德华泰六二购A
20821	美團華泰六三沽C	美团华泰六三沽C
20822	阿里華泰六三沽B	阿里华泰六三沽B
20823	百度華泰六七沽A	百度华泰六七沽A
20825	黑芝華泰六三購A	黑芝华泰六三购A
20826	華虹華泰六七購A	华虹华泰六七购A
20827	中芯星展六七購A	中芯星展六七购A
20828	吉利摩利六三購A	吉利摩利六三购A
20829	恒科摩利六三購A	恒科摩利六三购A
20830	恒科摩利六三購B	恒科摩利六三购B
20832	泡瑪摩利六三購B	泡玛摩利六三购B
20834	泡瑪摩利六二購A	泡玛摩利六二购A
20835	泡瑪摩利六三購C	泡玛摩利六三购C
20837	泡瑪摩利六十購B	泡玛摩利六十购B
20838	阿里摩利六三購G	阿里摩利六三购G
20839	網易摩利六六購A	网易摩利六六购A
20841	阿里摩利六三購H	阿里摩利六三购H
20847	騰訊摩利六二購C	腾讯摩利六二购C
20848	建行摩利六乙購B	建行摩利六乙购B
20849	攜程法巴六四購A	携程法巴六四购A
20850	寧德法巴七乙沽A	宁德法巴七乙沽A
20851	中芯法巴六六購B	中芯法巴六六购B
20853	華虹信證六九沽A	华虹信证六九沽A
20854	阿里信證六三購C	阿里信证六三购C
20856	阿里信證六甲購A	阿里信证六甲购A
20858	騰訊信證六四購B	腾讯信证六四购B
20859	華虹信證六十購A	华虹信证六十购A
20860	南科信證六四購A	南科信证六四购A
20862	京東信證六十購A	京东信证六十购A
20863	百度信證六三購A	百度信证六三购A
20864	江銅信證六三購B	江铜信证六三购B
20865	中芯信證六三購C	中芯信证六三购C
20867	泡瑪瑞銀六三購B	泡玛瑞银六三购B
20869	阿里瑞銀六四沽B	阿里瑞银六四沽B
20870	阿里瑞銀六三沽H	阿里瑞银六三沽H
20871	中芯匯豐六四購B	中芯汇丰六四购B
20872	海油匯豐六乙購A	海油汇丰六乙购A
20873	中免匯豐六四購A	中免汇丰六四购A
20874	小鵬匯豐六二購A	小鹏汇丰六二购A
20875	商湯匯豐六乙購A	商汤汇丰六乙购A
20877	恒指匯豐六三沽A	恒指汇丰六三沽A
20878	華虹麥銀六三沽A	华虹麦银六三沽A
20879	九置麥銀六四購A	九置麦银六四购A
20880	騰訊摩通六三購C	腾讯摩通六三购C
20881	網易摩通六六購A	网易摩通六六购A
20882	龍電摩通六九購A	龙电摩通六九购A
20883	微盟摩通六五購A	微盟摩通六五购A
20885	快手摩通六四購A	快手摩通六四购A
20886	網易摩通六三沽A	网易摩通六三沽A
20887	騰訊摩通六二購A	腾讯摩通六二购A
20888	騰訊摩通六二購B	腾讯摩通六二购B
20889	恒指摩通六三沽A	恒指摩通六三沽A
20890	恒指摩通六三沽B	恒指摩通六三沽B
20891	阿里摩通六三購E	阿里摩通六三购E
20892	寧德麥銀六四購A	宁德麦银六四购A
20893	藥明麥銀六三購A	药明麦银六三购A
20894	國航花旗六三購A	国航花旗六三购A
20895	阿里花旗六三購C	阿里花旗六三购C
20896	工行花旗六六購A	工行花旗六六购A
20897	建行花旗六二購A	建行花旗六二购A
20898	平安花旗六一購A	平安花旗六一购A
20899	中芯花旗六三購B	中芯花旗六三购B
20900	阿里花旗六三購D	阿里花旗六三购D
20902	中煤花旗六三購A	中煤花旗六三购A
20903	阿里國君六三購D	阿里国君六三购D
20904	攜程華泰六三沽A	携程华泰六三沽A
20907	微盟華泰六五購A	微盟华泰六五购A
20908	人保華泰六一購A	人保华泰六一购A
20909	海撈華泰六四購B	海捞华泰六四购B
20910	舜光華泰六五購A	舜光华泰六五购A
20912	農泉華泰六四購A	农泉华泰六四购A
20913	平安中銀六三購A	平安中银六三购A
20915	建行中銀六五購A	建行中银六五购A
20916	美圖中銀六五購A	美图中银六五购A
20917	安踏中銀六五購A	安踏中银六五购A
20918	華虹中銀六十購A	华虹中银六十购A
20920	友邦信證六甲沽A	友邦信证六甲沽A
20922	友邦信證六甲購A	友邦信证六甲购A
20923	建行信證六乙購A	建行信证六乙购A
20924	中行信證六四購A	中行信证六四购A
20926	寧德星展六二購A	宁德星展六二购A
20928	美團花旗六三沽C	美团花旗六三沽C
20929	聯想麥銀六五購A	联想麦银六五购A
20930	美團法興六三沽B	美团法兴六三沽B
20933	寧德法興七乙沽A	宁德法兴七乙沽A
20934	平安法興六三購B	平安法兴六三购B
20935	建行瑞銀六乙購B	建行瑞银六乙购B
20936	阿里瑞銀六三購D	阿里瑞银六三购D
20938	網易瑞銀六六購A	网易瑞银六六购A
20940	網易瑞銀六三沽A	网易瑞银六三沽A
20941	百度瑞銀六三沽A	百度瑞银六三沽A
20942	晶泰匯豐六三購A	晶泰汇丰六三购A
20943	聯想匯豐六九購A	联想汇丰六九购A
20945	美圖匯豐六五購A	美图汇丰六五购A
20946	美團摩利六三沽B	美团摩利六三沽B
20948	阿里摩利六三購I	阿里摩利六三购I
20949	華虹摩通六九沽A	华虹摩通六九沽A
20950	阿里摩通六三沽F	阿里摩通六三沽F
20951	泡瑪摩通六三購D	泡玛摩通六三购D
20952	國材摩通六九購B	国材摩通六九购B
20953	商湯摩通六乙購A	商汤摩通六乙购A
20956	遠能摩通六三購A	远能摩通六三购A
20958	華虹法興六七購A	华虹法兴六七购A
20960	吉利摩利六六購A	吉利摩利六六购A
20961	商湯摩利六乙購A	商汤摩利六乙购A
20963	阿里摩利六三購J	阿里摩利六三购J
20964	美團摩利六三購F	美团摩利六三购F
20966	寧德法巴六二購A	宁德法巴六二购A
20967	阿里中銀六三購F	阿里中银六三购F
20968	阿里中銀六五購B	阿里中银六五购B
20969	京東中銀六六沽A	京东中银六六沽A
20970	吉利中銀六六購A	吉利中银六六购A
20971	中油瑞銀六九購A	中油瑞银六九购A
20972	中芯華泰六六購A	中芯华泰六六购A
20973	小米華泰六二購C	小米华泰六二购C
20974	小米華泰六八購A	小米华泰六八购A
20975	泡瑪華泰六三購B	泡玛华泰六三购B
20976	泡瑪華泰六二沽A	泡玛华泰六二沽A
20977	紫金華泰六三購A	紫金华泰六三购A
20978	快手信證六甲購A	快手信证六甲购A
20980	百度信證六四購B	百度信证六四购B
20982	騰訊摩通七三購A	腾讯摩通七三购A
20983	中芯摩通六五購A	中芯摩通六五购A
20984	金雲摩通六三購A	金云摩通六三购A
20986	建行花旗六乙購B	建行花旗六乙购B
20987	阿里花旗六三購E	阿里花旗六三购E
20990	平安匯豐六三購A	平安汇丰六三购A
20991	恒指匯豐六三沽B	恒指汇丰六三沽B
20992	恒指匯豐六乙購B	恒指汇丰六乙购B
20993	快手匯豐六六購B	快手汇丰六六购B
20994	泡瑪匯豐六三購E	泡玛汇丰六三购E
20995	騰訊摩利六三購C	腾讯摩利六三购C
20996	騰訊摩利六四購B	腾讯摩利六四购B
20997	百度摩利六三購B	百度摩利六三购B
20998	京東信證六七購A	京东信证六七购A
21000	中移信證六四購B	中移信证六四购B
21001	中油信證六九購A	中油信证六九购A
21002	中化信證六五購A	中化信证六五购A
21003	中聯信證六四購A	中联信证六四购A
21005	石藥信證六六購B	石药信证六六购B
21006	美圖信證六二購B	美图信证六二购B
21008	阿里國君六甲購A	阿里国君六甲购A
21009	美團國君六三沽C	美团国君六三沽C
21010	泡瑪國君六三購B	泡玛国君六三购B
21013	泡瑪國君六三沽A	泡玛国君六三沽A
21014	恒科瑞銀六三購A	恒科瑞银六三购A
21015	吉利瑞銀六六購A	吉利瑞银六六购A
21017	攜程瑞銀六三購A	携程瑞银六三购A
21018	百度瑞銀六三購A	百度瑞银六三购A
21019	贛鋒摩利六十購A	赣锋摩利六十购A
21020	騰訊匯豐六四購B	腾讯汇丰六四购B
21021	恒科匯豐六三購A	恒科汇丰六三购A
21022	百度匯豐六三購C	百度汇丰六三购C
21023	阿里匯豐六甲購A	阿里汇丰六甲购A
21024	泡瑪法巴六三購C	泡玛法巴六三购C
21025	百度法巴六三購A	百度法巴六三购A
21026	華虹摩通六七購B	华虹摩通六七购B
21027	百度摩通六三購B	百度摩通六三购B
21028	阿里摩通六三購F	阿里摩通六三购F
21029	平安摩通六三購A	平安摩通六三购A
21030	百度摩通六三購C	百度摩通六三购C
21031	東金摩通六三購A	东金摩通六三购A
21032	京東摩通六十購A	京东摩通六十购A
21033	瑞聲摩通六九沽A	瑞声摩通六九沽A
21035	人保摩通六一購A	人保摩通六一购A
21036	吉利摩通六六購A	吉利摩通六六购A
21037	匯豐摩通六一購C	汇丰摩通六一购C
